Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
360092,MEMORIAL HOSPITAL OF UNION COUNTY,1/1/2021,12/31/2021,51
360123,UH ST. JOHN MEDICAL CENTER,1/1/2021,12/31/2021,119
360359,UH AHUJA MEDICAL CENTER,1/1/2021,12/31/2021,150
370093,OU MEDICAL CENTER,7/1/2021,6/30/2022,829
370153,ELKVIEW GENERAL HOSPITAL,7/1/2021,6/30/2022,38
390044,READING HOSPITAL AND MEDICAL CENTER,7/1/2021,6/30/2022,665
390073,ALTOONA REGIONAL HEALTH SYSTEM,7/1/2021,6/30/2022,368
390185,LEHIGH VALLEY HOSPITAL-HAZLETON,7/1/2021,6/30/2022,150
420091,MUSC HEALTH FLORENCE MEDICAL CENTER,7/1/2021,6/30/2022,216
440152,REGIONAL ONE HEALTH,7/1/2021,6/30/2022,328
440176,INDIAN PATH COMMUNITY HOSPITAL,4/1/2021,3/31/2022,41
450007,PETERSON REGIONAL MEDICAL CENTER,7/1/2021,6/30/2022,110
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,7/1/2021,6/30/2022,94
450097,HCA HOUSTON HEALTHCARE SOUTHEAST,1/1/2021,12/31/2021,260
450235,GONZALES HEALTHCARE SYSTEMS,7/1/2021,6/30/2022,34
511315,POTOMAC VALLEY HOSPITAL,1/1/2021,12/31/2021,25
670044,PRESBYTERIAN HOSPITAL OF ROCKWALL,1/1/2021,12/31/2021,53
40014,WHITE COUNTY MEDICAL CENTER,10/1/2020,9/30/2021,283
80001,CHRISTIANA CARE HEALTH SYSTEM,7/1/2021,6/30/2022,1249
80006,NANTICOKE MEMORIAL HOSPITAL,7/1/2021,6/30/2022,94
90011,WASHINGTON HOSPITAL CENTER,7/1/2021,6/30/2022,748
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPIT,10/1/2020,9/30/2021,216
100329,OVIEDO MEDICAL CENTER,1/1/2021,12/31/2021,64
100330,MEDICAL CENTER OF DELTONA,10/1/2020,9/30/2021,43
110135,TAYLOR REGIONAL HOSPITAL,4/1/2021,3/31/2022,151
190005,UNIVERSITY MEDICAL CTR. AT NEW ORLEA,1/1/2021,12/31/2021,370
210002,UNIVERSITY OF MARYLAND MED SYS,7/1/2021,6/30/2022,846
210003,PRINCE GEORGES HOSPITAL CENTER  INC,7/1/2021,6/30/2022,269
210006,HARFORD MEMORIAL HOSPITAL,7/1/2021,6/30/2022,82
210030,CHESTER RIVER HOSPITAL CENTER,7/1/2021,6/30/2022,12
210043,BALTIMORE WASHINGTON MEDICAL CENTER,7/1/2021,6/30/2022,285
210049,UPPER CHESAPEAKE MEDICAL CENTER,7/1/2021,6/30/2022,161
210063,ST. JOSEPH MEDICAL CENTER,7/1/2021,6/30/2022,239
310009,CLARA MAASS MEDICAL CENTER,1/1/2021,12/31/2021,342
310014,COOPER UNIVERSITY HOSPITAL,1/1/2021,12/31/2021,564
310032,INSPIRA MEDICAL CENTER VINELAND,1/1/2021,12/31/2021,347
310110,ROBERT WOOD JOHNSON HOSPITAL @ HAMI,1/1/2021,12/31/2021,152
320009,LOVELACE MEDICAL CENTER- DOWNTOWN,3/1/2021,2/28/2022,286
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,220
380027,MERCY MEDICAL CENTER,7/1/2021,6/30/2022,133
390037,HERITAGE VALLEY SEWICKLEY,7/1/2021,6/30/2022,130
390086,DUBOIS REGIONAL MEDICAL CENTER,7/1/2021,6/30/2022,266
390091,UPMC NORTHWEST HOSPITAL,7/1/2021,6/30/2022,167
390097,HOLY REDEEMER HOSPITAL,7/1/2021,6/30/2022,260
390102,UPMC ST MARGARET,7/1/2021,6/30/2022,245
390107,UPMC PASSAVANT,7/1/2021,6/30/2022,379
390111,HOSPITAL OF THE UNIV OF PENNA,7/1/2021,6/30/2022,1061
390116,SUBURBAN COMMUNITY HOSPITAL,1/1/2021,12/31/2021,126
390138,WAYNESBORO HOSPITAL,7/1/2021,6/30/2022,57
390139,BRYN MAWR HOSPITAL,7/1/2021,6/30/2022,284
390145,WESTMORELAND REGIONAL  HOSPITAL,7/1/2021,6/30/2022,309
390163,ARMSTRONG COUNTY MEMORIAL,7/1/2021,6/30/2022,162
390164,UPMC - PRESBYTERIAN SHADYSIDE,7/1/2021,6/30/2022,1450
390192,TYLER MEMORIAL HOSPITAL,7/1/2021,9/30/2021,44
390223,PRESBYTERIAN MEDICAL CENTER,7/1/2021,6/30/2022,386
390226,PENNSYLVANIA HOSPITAL OF UPHS,7/1/2021,6/30/2022,474
390237,REGIONAL HOSPITAL OF SCRANTON,7/1/2021,6/30/2022,178
390258,ST. MARY MEDICAL CENTER,7/1/2021,6/30/2022,348
390304,ROXBOROUGH MEMORIAL HOSPITAL,1/1/2021,12/31/2021,131
400022,HOSPITAL DAMAS,1/1/2021,12/31/2021,175
450128,KNAPP MEDICAL CENTER,1/1/2021,12/31/2021,186
450447,NAVARRO REGIONAL HOSPITAL,1/1/2021,12/31/2021,49
450484,WOODLAND HEIGHTS MED CENTER,1/1/2021,12/31/2021,145
450596,LAKE GRANBURY MEDICAL CENTER,12/1/2020,11/30/2021,53
451385,GOODALL-WITCHER HOSPITAL AUTHORITY,7/1/2021,6/30/2022,25
40002,JOHNSON REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,90
60012,CENTURA ST. MARY CORWIN HOSPITAL,7/1/2021,6/30/2022,42
60013,CENTURA MERCY HOSPITAL,7/1/2021,6/30/2022,71
60100,THE MEDICAL CENTER OF AURORA,1/1/2021,12/31/2021,395
100001,SHANDS JACKSONVILLE MEDICAL CENTER,7/1/2021,6/30/2022,512
100008,BAPTIST HOSPITAL,10/1/2020,9/30/2021,838
100026,ASCENSION SACRED HEART BAY,7/1/2021,6/30/2022,169
100039,BROWARD HEALTH MEDICAL CENTER,7/1/2021,6/30/2022,632
100040,ASCENSION ST. VINCENTS RIVERSIDE,7/1/2021,6/30/2022,453
100117,BAPTIST MEDICAL CENTER-BEACHES,10/1/2020,9/30/2021,135
100125,HOMESTEAD HOSPITAL,10/1/2020,9/30/2021,182
100276,BROWARD HEALTH CORAL SPRINGS,7/1/2021,6/30/2022,224
100296,DOCTORS HOSPITAL,10/1/2020,9/30/2021,134
100319,ADVENTHEALTH WESLEY CHAPEL,1/1/2021,12/31/2021,169
171369,HODGEMAN COUNTY HEALTH CENTER,1/1/2021,12/31/2021,25
171376,HOSPITAL DISTRICT #1 CRAWFORD COUNTY,1/1/2021,12/31/2021,33
191300,ST. HELENA PARISH HOSPITAL,11/1/2020,10/31/2021,25
220177,NANTUCKET COTTAGE HOSPITAL,10/1/2020,9/30/2021,14
250124,MAGEE GENERAL HOSPITAL,1/1/2021,12/31/2021,44
320086,LOVELACE REGIONAL HOSPITAL-ROSWELL,1/1/2021,12/31/2021,27
330219,ERIE COUNTY MEDICAL CENTER,1/1/2021,12/31/2021,956
331314,SOLDIERS & SAILORS MEMORIAL HOSPITAL,1/1/2021,12/31/2021,24
370199,LAKESIDE WOMENS HOSPITAL,7/1/2021,6/30/2022,23
370211,INTEGRIS CANADIAN VALLEY HOSPITAL,7/1/2021,6/30/2022,66
370236,INTEGRIS HEALTH EDMOND,7/1/2021,6/30/2022,95
390042,THE WASHINGTON HOSPITAL,7/1/2021,6/30/2022,244
400001,ASHFORD PRESBYTERIAN COMMUNITY CORP,7/1/2021,6/30/2022,173
450152,ADVENTHEALTH CENTRAL TEXAS,10/1/2020,9/30/2021,208
450831,VISTA MEDICAL CENTER HOSPITAL,9/1/2021,8/31/2022,37
522006,SSH - MILWAUKEE,11/1/2020,10/31/2021,63
10125,LAKELAND COMMUNITY HOSPITAL,1/1/2021,12/31/2021,58
40017,NORTH ARKANSAS REGIONAL MEDICAL CTR,4/1/2021,3/31/2022,138
40020,ST BERNARDS MEDICAL CENTER,10/1/2020,9/30/2021,418
40022,NORTHWEST MEDICAL CENTER,11/1/2020,10/31/2021,308
40036,BAPTIST HEALTH MEDICAL CENTER- NLR,1/1/2021,12/31/2021,224
40088,MEDICAL CENTER OF ARKANSAS,7/1/2021,6/30/2022,121
60006,MONTROSE MEMORIAL HOSPITAL,1/1/2021,12/31/2021,57
60015,CENTURA ST ANTHONY HOSPITAL,7/1/2021,6/30/2022,237
60049,YAMPA VALLEY MEDICAL CENTER,7/1/2021,6/30/2022,41
61319,ST. VINCENT GENERAL HOSPITAL,1/1/2021,12/31/2021,8
90004,GEORGETOWN UNIVERSITY HOSPITAL,7/1/2021,6/30/2022,402
90008,NOT-FOR-PROFIT HOSPITAL CORPORATION,10/1/2020,9/30/2021,157
100087,SARASOTA MEMORIAL HOSPITAL,10/1/2020,9/30/2021,804
100118,ADVENTHEALTH PALM COAST,1/1/2021,12/31/2021,131
100140,BAPTIST MEDICAL CTR-NASSAU,10/1/2020,9/30/2021,54
100154,SOUTH MIAMI HOSPITAL,10/1/2020,9/30/2021,383
100167,HCA FLORIDA MERCY HOSPITAL,9/1/2021,8/31/2022,369
100230,MEMORIAL HOSPITAL PEMBROKE,5/1/2021,4/30/2022,181
100314,WEST KENDALL BAPTIST HOSPITAL,10/1/2020,9/30/2021,133
110008,NORTHSIDE HOSPITAL-CHEROKEE  INC.,10/1/2020,9/30/2021,236
110023,ADVENTHEALTH GORDON,1/1/2021,12/31/2021,69
110229,PIEDMONT NEWNAN HOSPITAL INC.,7/1/2021,6/30/2022,164
110234,SGMC BERRIEN CAMPUS,10/1/2020,9/30/2021,36
140065,ADVENTIST LAGRANGE MEMORIAL HOSPITAL,1/1/2021,12/31/2021,177
190039,WEST JEFFERSON MEDICAL CENTER,1/1/2021,12/31/2021,223
190102,OUR LADY OF LOURDES RMC,7/1/2021,6/30/2022,379
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,7/1/2021,6/30/2022,104
210035,CIVISTA MEDICAL CENTER,7/1/2021,6/30/2022,93
210037,MEMORIAL EASTON,7/1/2021,6/30/2022,128
210038,MARYLAND GENERAL HOSPITAL,7/1/2021,6/30/2022,180
241308,LAKE VIEW MEMORIAL HOSPITAL,1/1/2021,12/31/2021,16
241335,ST. ELIZABETH HOSP. OF WABASHA  INC.,1/1/2021,12/31/2021,114
250117,HIGHLAND COMMUNITY HOSPITAL,10/1/2020,9/30/2021,49
310010,PRINCETON HEALTHCARE SYSTEM,7/1/2021,6/30/2022,355
310069,INSPIRA MEDICAL CENTER ELMER,1/1/2021,12/31/2021,275
310070,ST. PETERS UNIVERSITY HOSPITAL,1/1/2021,12/31/2021,354
310096,ST. MICHAELS MEDICAL CENTER,1/1/2021,12/31/2021,147
310108,JFK UNIVERSITY MEDICAL CENTER,7/1/2021,12/31/2021,439
330185,MATHER HOSPITAL,1/1/2021,12/31/2021,248
340024,SAMPSON REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,59
340130,ATRIUM HEALTH UNION,1/1/2021,12/31/2021,182
340171,PRESBYTERIAN HOSPITAL MATTHEWS,1/1/2021,12/31/2021,157
370018,JANE PHILLIPS MEDICAL CENTER,7/1/2021,6/30/2022,114
390046,YORK HOSPITAL,7/1/2021,6/30/2022,596
390056,PENN HIGHLANDS HUNTINGDON,7/1/2021,6/30/2022,71
390070,LOWER BUCKS HOSPITAL,1/1/2021,12/31/2021,175
390101,MEMORIAL HOSPITAL,7/1/2021,6/30/2022,86
390137,WILKES-BARRE GENERAL HOSPITAL,7/1/2021,6/30/2022,218
390146,WARREN GENERAL HOSPITAL,7/1/2021,6/30/2022,85
390147,MONONGAHELA VALLEY HOSPITAL INC.,7/1/2021,6/30/2022,199
390153,PAOLI HOSPITAL,7/1/2021,6/30/2022,231
390168,BUTLER MEMORIAL HOSPITAL,7/1/2021,6/30/2022,283
390184,HIGHLANDS HOSPITAL,7/1/2021,6/30/2022,61
390195,LANKENAU MEDICAL CENTER,7/1/2021,6/30/2022,370
390198,MILLCREEK COMMUNITY HOSPITAL,7/1/2021,6/30/2022,161
390326,ST LUKE HOSPITAL ANDERSON CAMPUS,7/1/2021,6/30/2022,165
420048,MUSC HEALTH KERSHAW MEDICAL CENTER,8/1/2021,6/30/2022,174
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,48
420065,BON SECOURS ST. FRANCIS XAVIER HOSPI,1/1/2021,12/31/2021,175
420107,MCLEOD HEALTH CHERAW,10/1/2020,9/30/2021,46
440153,NEWPORT MEDICAL CENTER,10/1/2020,9/30/2021,88
440228,ST. FRANCIS BARTLETT MED CTR,6/1/2021,5/31/2022,196
450002,THE HOSPITALS OF PROVIDENCE-MEMORIAL,6/1/2021,5/31/2022,421
450133,MIDLAND MEMORIAL HOSPITAL,10/1/2020,9/30/2021,226
450231,BAPTIST SAINT ANTHONYS HOSPITAL,1/1/2021,12/31/2021,384
450347,HUNTSVILLE MEMORIAL,7/1/2021,6/30/2022,100
450358,THE METHODIST HOSPITAL,1/1/2021,12/31/2021,1090
450668,THE HOSPITALS OF PROVIDENCE SIERRA C,6/1/2021,5/31/2022,306
450670,HCA HOUSTON HEALTHCARE TOMBALL,7/1/2021,6/30/2022,228
450855,HARLINGEN MEDICAL CENTER,1/1/2021,12/31/2021,112
450862,ST. LUKES THE WOODLANDS HOSPITAL,7/1/2021,6/30/2022,238
450875,PHYSICIANS SURGICAL HOSPITAL,1/1/2021,12/31/2021,40
490038,SMYTH COUNTY COMMUNITY HOSPITAL,7/1/2021,6/30/2022,152
490053,JOHNSTON MEMORIAL HOSPITAL,7/1/2021,6/30/2022,100
490114,LONESOME PINE HOSPITAL,7/1/2021,6/30/2022,136
490116,LEWISGALE HOSPITAL-PULASKI,9/1/2021,8/31/2022,60
521326,THEDACARE MEDICAL CENTER-NEW LONDON,1/1/2021,12/31/2021,25
670055,METHODIST STONE OAK HOSPITAL,3/1/2021,2/28/2022,295
670098,RESOLUTE HEALTH,6/1/2021,5/31/2022,128
670106,PEARLAND MEDICAL CENTER,2/1/2021,1/31/2022,49
60124,ORTHOCOLORADO HOSPITAL,7/1/2021,6/30/2022,48
100014,ADVENTHEALTH NEW SMYRNA BEACH,1/1/2021,12/31/2021,109
100018,NAPLES COMMUNITY HOSPITAL,10/1/2020,9/30/2021,588
100025,ASCENSION SACRED HEART PENSACOLA,7/1/2021,6/30/2022,557
100034,MOUNT SINAI MEDICAL CENTER OF FLORID,1/1/2021,12/31/2021,597
100069,ADVENTHEALTH CARROLLWOOD,1/1/2021,12/31/2021,103
100109,ADVENTHEALTH SEBRING,1/1/2021,12/31/2021,204
100113,UF HEALTH SHANDS,7/1/2021,6/30/2022,1045
100168,BOCA RATON REGIONAL HOSPITAL,10/1/2020,9/30/2021,371
100244,CAPE CORAL HOSPITAL,10/1/2020,9/30/2021,291
100307,ASCENSION ST. VINCENTS SOUTHSIDE HO,7/1/2021,6/30/2022,263
100315,VIERA HOSPITAL INC,10/1/2020,9/30/2021,84
100316,PALM BAY HOSPITAL,10/1/2020,9/30/2021,120
161321,AVERA MERRILL PIONEER HOSPITAL,7/1/2021,6/30/2022,11
182004,SSH - NORTHERN KENTUCKY  LLC,9/1/2021,8/31/2022,33
190064,OUR LADY OF THE LAKE  RMC,7/1/2021,6/30/2022,880
210024,MEDSTAR UNION MEMORIAL HOSPITAL,7/1/2021,6/30/2022,185
250048,ST. DOMINIC-JACKSON MEMORIAL HOSP,1/1/2021,12/31/2021,552
290022,DESERT SPRINGS HOSPITAL MEDICAL CNTR,1/1/2021,12/31/2021,246
310027,TRINITAS HOSPITAL,1/1/2021,12/31/2021,442
310052,HMH -OCEAN MEDICAL CENTER,1/1/2021,12/31/2021,355
310084,MONMOUTH MEDICAL CENTER SOUTHERN CAM,1/1/2021,12/31/2021,201
310130,HACKENSACK UMC AT PASCACK VALLEY,7/1/2021,6/30/2022,78
314027,CORNERSTONE BEHAVIORAL HEALTH HOSPIT,1/1/2021,12/31/2021,44
364014,NORTHWEST - TOLEDO RPH,7/1/2021,6/30/2022,118
370001,HILLCREST MEDICAL CENTER,7/1/2021,6/30/2022,450
370149,ST ANTHONY SHAWNEE HOSPITAL,1/1/2021,12/31/2021,77
370215,OKLAHOMA HEART HOSPITAL,1/1/2021,12/31/2021,97
381308,SALEM HEALTH WEST VALLEY,7/1/2021,6/30/2022,25
390004,HOLY SPIRIT HOSPITAL,7/1/2021,6/30/2022,306
390016,UPMC JAMESON,7/1/2021,6/30/2022,146
390027,TEMPLE UNIVERSITY HOSPITAL,7/1/2021,6/30/2022,879
390028,UPMC MERCY HOSPITAL,7/1/2021,6/30/2022,407
390045,WILLIAMSPORT HOSPITAL & MEDICAL CTR,7/1/2021,6/30/2022,255
390049,ST. LUKES HOSPITAL,7/1/2021,6/30/2022,811
390062,NASON HOSPITAL,7/1/2021,6/30/2022,45
390066,THE GOOD SAMARITAN HOSPITAL,7/1/2021,6/30/2022,159
390133,LEHIGH VALLEY,7/1/2021,6/30/2022,1327
390183,MINERS MEMORIAL MEDICAL CENTER,7/1/2021,6/30/2022,97
390330,ST. LUKES HOSPITAL - MONROE CAMPUS,7/1/2021,6/30/2022,98
400087,HOSPITAL CAYETANO COLL & TOSTE,1/1/2021,12/31/2021,165
400103,MAYAGUEZ MEDICAL CENTER,1/1/2021,12/31/2021,206
400110,HOSPITAL METROPOLITANO TITO MATTEI,1/1/2021,12/31/2021,73
450011,ST. JOSEPH REGIONAL HEALTH CENTER,7/1/2021,6/30/2022,298
450388,METHODIST HOSPITAL,7/1/2021,6/30/2022,1843
450677,TEXAS HEALTH HUGULEY,1/1/2021,12/31/2021,213
450698,LAMB HEALTHCARE CENTER,10/1/2020,9/30/2021,42
450718,ROUND ROCK MEDICAL CENTER,3/1/2021,2/28/2022,171
450848,MEMORIAL HERMANN SUGARLAND,10/1/2020,9/30/2021,175
454114,CEDAR CREST HOSPITAL,1/1/2021,12/31/2021,158
531307,COMMUNITY HOSPITAL,1/1/2021,12/31/2021,25
670031,ST. LUKES PATIENTS MEDICAL CENTER,7/1/2021,6/30/2022,61
670108,BAYLOR SCOTT & WHITE - MARBLE FALLS,6/1/2021,5/31/2022,46
10005,MARSHALL MEDICAL CENTERS SOUTH,10/1/2020,9/30/2021,192
10046,RIVERVIEW REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,281
10090,PROVIDENCE HOSPITAL,7/1/2021,6/30/2022,349
10099,D W MCMILLAN MEMORIAL HOSPITAL,10/1/2020,9/30/2021,46
10102,JOHN PAUL JONES HOSPITAL,10/1/2020,9/30/2021,21
10169,ATMORE COMMUNITY HOSPITAL,10/1/2020,9/30/2021,49
54153,OCEAN VIEW PSYCHIATRIC FACILITY,1/1/2021,12/31/2021,36
60034,SWEDISH MEDICAL CENTER,10/1/2020,9/30/2021,371
60117,ANIMAS SURGICAL HOSPITAL,1/1/2021,12/31/2021,12
100007,ADVENTHEALTH ORLANDO,1/1/2021,12/31/2021,2904
100045,ADVENTHEALTH DELAND,1/1/2021,12/31/2021,164
100046,ADVENTHEALTH ZEPHYRHILLS,1/1/2021,12/31/2021,149
100057,ADVENTHEALTH WATERMAN,1/1/2021,12/31/2021,280
100073,HOLY CROSS HOSPITAL,7/1/2021,6/30/2022,367
100177,CAPE CANAVERAL HOSPITAL INC,10/1/2020,9/30/2021,150
100200,BROWARD HEALTH IMPERIAL POINT,7/1/2021,6/30/2022,204
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,9/1/2021,8/31/2022,138
100286,PHYSICIANS REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,209
100320,POINCIANA MEDICAL CENTER,7/1/2021,6/30/2022,76
100321,ASCENSION ST. VINCENTS CLAY COUNTY,7/1/2021,6/30/2022,134
110034,AU MEDICAL CENTER  INC,7/1/2021,6/30/2022,490
110076,EMORY DECATUR HOSPITAL,9/1/2021,8/31/2022,405
140304,ADVENTIST BOLINGBROOK HOSPITAL,1/1/2021,12/31/2021,134
190019,ST. FRANCES CABRINI HOSPITAL,7/1/2021,6/30/2022,293
190027,ST. PATRICK HOSPITAL,7/1/2021,6/30/2022,148
210028,ST. MARYS HOSPITAL,7/1/2021,6/30/2022,93
231332,BRONSON LAKEVIEW HOSPITAL,1/1/2021,12/31/2021,26
280020,CHI HEALTH ST. ELIZABETH,7/1/2021,6/30/2022,137
280081,CHI HEALTH IMMANUEL,7/1/2021,6/30/2022,252
310028,NEWTON MEDICAL CENTER,1/1/2021,12/31/2021,155
310034,RIVERVIEW MEDICAL CENTER,1/1/2021,12/31/2021,289
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPI,1/1/2021,12/31/2021,639
310039,RARITAN BAY MEDICAL CENTER,1/1/2021,12/31/2021,303
310041,COMMUNITY MEDICAL CENTER,1/1/2021,12/31/2021,438
310073,JERSEY SHORE UNIVERSITY MED CTR,1/1/2021,12/31/2021,604
310083,EAST ORANGE GENERAL HOSPITAL,1/1/2021,12/31/2021,201
320033,LOS ALAMOS MEDICAL CENTER,1/1/2021,12/31/2021,47
330049,NORTHERN DUTCHESS HOSPITAL,10/1/2020,9/30/2021,84
330180,SAMARITAN HOSPITAL,7/1/2021,6/30/2022,292
370037,ST ANTHONY HOSPITAL,1/1/2021,12/31/2021,564
370049,STILLWATER MEDICAL CENTER,1/1/2021,12/31/2021,103
370235,ST. JOHN BROKEN ARROW,7/1/2021,6/30/2022,44
370237,SAINT FRANCIS HOSPITAL VINITA,7/1/2021,6/30/2022,55
390030,LEHIGH VALLEY HOSPITAL - SCHUYLKILL,7/1/2021,6/30/2022,186
390036,HERITAGE VALLEY BEAVER,7/1/2021,6/30/2022,176
390100,LANCASTER GENERAL HOSPITAL,7/1/2021,6/30/2022,620
390157,HERITAGE VALLEY KENNEDY,7/1/2021,6/30/2022,111
390178,UPMC HORIZON HOSPITAL,7/1/2021,6/30/2022,105
390201,POCONO MEDICAL CENTER,7/1/2021,6/30/2022,249
390211,SHARON REGIONAL HEALTH SYSTEM,7/1/2021,6/30/2022,163
390233,UPMC HANOVER,7/1/2021,6/30/2022,81
390327,WELLSPAN SURGERY AND REHAB HOSPITAL,7/1/2021,6/30/2022,73
440001,UNICOI COUNTY HOSPITAL,1/1/2021,12/31/2021,10
440011,BLOUNT MEMORIAL HOSPITAL,7/1/2021,6/30/2022,253
440125,FORT SANDERS REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,345
450032,GOOD SHEPHERD MEDICAL CENTER,7/1/2021,6/30/2022,339
450034,CHRISTUS HOSPITAL,7/1/2021,6/30/2022,353
450039,TCHD D/B/A JPS HEALTH NETWORK,10/1/2020,9/30/2021,566
450054,SCOTT AND WHITE MEMORIAL HOSPITAL,9/1/2021,8/31/2022,608
450083,UT HEALTH EAST TEXAS TYLER,11/1/2020,10/31/2021,359
450135,TX HLTH HARRIS METHODIST HOSPITAL,10/1/2020,9/30/2021,653
450351,TEXAS HEALTH HARRIS METHODIST STEPHE,10/1/2020,9/30/2021,36
450465,MATAGORDA REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,58
450711,RIO GRANDE REGIONAL HOSPITAL,10/1/2020,9/30/2021,320
450822,MEDICAL CITY LAS COLINAS,1/1/2021,12/31/2021,84
450885,CENTENNIAL MEDICAL CENTER,4/1/2021,3/31/2022,118
450891,PRESBYTERIAN PLANO CENTER DIAG SRVCS,1/1/2021,12/31/2021,18
464015,HIGHLAND RIDGE HOSPITAL,1/1/2021,12/31/2021,83
503301,MARY BRIDGE CHILDRENS HOSP & HLT CT,1/1/2021,12/31/2021,
670082,BAYLOR S&W MEDICAL CENTER - MCKINNEY,7/1/2021,6/30/2022,160
670088,COLLEGE STATION HOSPITAL,6/1/2021,5/31/2022,135
40011,CHAMBERS MEMORIAL HOSPITAL,7/1/2021,6/30/2022,42
40076,BAPTIST HEALTH MEDICAL CENTER - HSC,1/1/2021,12/31/2021,69
40153,WADLEY MEDICAL CENTER AT HOPE,10/1/2020,9/30/2021,48
40156,BMH-CRITTENDEN,10/1/2020,9/30/2021,11
50506,THCC SIERRA VISTA REGIONAL HOSPITAL,6/1/2021,5/31/2022,162
50689,SAN RAMON REG. MEDICAL CENTER,6/1/2021,5/31/2022,123
60113,CENTURA LITTLETON ADVENTIST HOSPITAL,1/1/2021,12/31/2021,201
60128,UCHEALTH LONGS PEAK HOSPITAL,7/1/2021,6/30/2022,75
100086,BROWARD HEALTH NORTH,7/1/2021,6/30/2022,334
100281,MEMORIAL HOSPITAL WEST,5/1/2021,4/30/2022,486
100285,MEMORIAL HOSPITAL MIRAMAR,5/1/2021,4/30/2022,178
114016,ST. SIMONS BY THE SEA,1/1/2021,12/31/2021,101
114035,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,1/1/2021,12/31/2021,203
190036,OCHSNER CLINIC FOUNDATION,1/1/2021,12/31/2021,1054
190050,BEAUREGARD MEMORIAL HOSPITAL  INC.,11/1/2020,10/31/2021,49
190054,IBERIA MEDICAL CENTER,10/1/2020,9/30/2021,159
190081,WEST CARROLL HEALTH SYSTEMS  LLC,1/1/2021,12/31/2021,30
190183,SOUTHERN REGIONAL MEDICAL CORP,7/1/2021,6/30/2022,80
190274,OCHSNER MEDICAL CENTER - KENNER  LLC,5/1/2021,4/30/2022,115
190316,THE GENERAL,10/1/2020,9/30/2021,137
194096,OCEANS BEHAVIORAL HOSPITAL OF ALEXAN,1/1/2021,12/31/2021,24
241375,MINNESOTA VALLEY HEALTH CENTER  INC.,1/1/2021,12/31/2021,59
250102,MS BAPTIST MEDICAL CENTER,10/1/2020,9/30/2021,428
250162,OCHSNER MED CTR - HANCOCK,10/1/2020,9/30/2021,49
250167,METHODIST H/C OLIVE BRANCH HOSPITAL,1/1/2021,12/31/2021,57
310031,DEBORAH HEART AND LUNG CENTER,1/1/2021,12/31/2021,86
310045,ENGLEWOOD HOSPITAL & MED CTR,1/1/2021,12/31/2021,288
310112,BAYSHORE MEDICAL CENTER,1/1/2021,12/31/2021,175
320065,COVENANT HEALTH HOBBS HOSPITAL,7/1/2021,6/30/2022,61
321306,LINCOLN COUNTY MEDICAL CENTER,1/1/2021,12/31/2021,25
344014,HOLLY HILLS HOSPITAL,1/1/2021,12/31/2021,296
370229,ALLIANCE HEALTH SEMINOLE,4/1/2021,3/31/2022,32
390065,THE GETTYSBURG HOSPITAL,7/1/2021,6/30/2022,76
420037,PH HILLCREST HOSPITAL,10/1/2020,9/30/2021,43
420089,EAST COOPER REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,130
444025,CRESTWYN BEHAVIORAL HEALTH,1/1/2021,12/31/2021,80
444026,ERLANGER BEHAVIORAL HEALTH,1/1/2021,12/31/2021,88
450042,ASCENSION PROVIDENCE,7/1/2021,6/30/2022,273
450046,CHRISTUS SPOHN HOSP CORPUS CHRISTI,7/1/2021,6/30/2022,575
450056,ASCENSION SETON MEDICAL CENTER,7/1/2021,6/30/2022,391
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSP,1/1/2021,12/31/2021,227
450079,BAYLOR S&W MEDICAL CENTER - IRVING,7/1/2021,6/30/2022,223
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,7/1/2021,6/30/2022,40
450148,TEXAS HEALTH CLEBURNE,10/1/2020,9/30/2021,75
450163,CHRISTUS SPOHN KLEBERG MEMORIAL HOSP,7/1/2021,6/30/2022,50
450200,WADLEY REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,185
450236,CHRISTUS MF - SULPHUR SPRINGS,7/1/2021,6/30/2022,62
450237,SANTA ROSA HEALTHCARE,7/1/2021,6/30/2022,387
450272,CHRISTUS SANTA ROSA - SAN MARCOS,7/1/2021,6/30/2022,131
450346,BAPTIST BEAUMONT HOSPITAL,9/1/2021,8/31/2022,393
450597,CUERO COMMUNITY HOSPITAL,10/1/2020,9/30/2021,44
